nom,algorithme,seuil,moyenne
10000,quickMedSeuil,18,118387556
10000,quickMedSeuil,19,114811947
10000,quickMedSeuil,20,117324841
10000,quickMedSeuil,21,116275172
10000,quickMedSeuil,22,116551385
10000,quickMedSeuil,23,115025316
10000,quickMedSeuil,24,118047154
10000,quickMedSeuil,25,110903961
10000,quickMedSeuil,26,118742935
10000,quickMedSeuil,27,117857112
10000,quickMedSeuil,28,113842387
10000,quickMedSeuil,29,112555030
10000,quickMedSeuil,30,115575831
10000,quickMedSeuil,31,116331121
10000,quickMedSeuil,32,122922786
10000,quickMedSeuil,33,119506393
10000,quickMedSeuil,34,119383699
10000,quickMedSeuil,35,111846700
10000,quickMedSeuil,36,111467634
10000,quickMedSeuil,37,130856256
10000,quickMedSeuil,38,112397473
10000,quickMedSeuil,39,113401447
10000,quickMedSeuil,40,116105057
10000,quickMedSeuil,41,117769058
10000,quickMedSeuil,42,125299199
10000,quickMedSeuil,43,121625984
10000,quickMedSeuil,44,126865947
10000,quickMedSeuil,45,121853849
10000,quickMedSeuil,46,127934879
10000,quickMedSeuil,47,113924237
10000,quickMedSeuil,48,112935351
10000,quickMedSeuil,49,124489859
10000,quickMedSeuil,50,113669198
10000,quickMedSeuil,51,113063207
10000,quickMedSeuil,52,114159157
10000,quickMedSeuil,53,116268494
10000,quickMedSeuil,54,112266583
10000,quickMedSeuil,55,115248150
10000,quickMedSeuil,56,115219813
10000,quickMedSeuil,57,120320521
10000,quickMedSeuil,58,126410466
10000,quickMedSeuil,59,114473473
10000,quickMedSeuil,60,108503666
10000,quickMedSeuil,61,119275057
10000,quickMedSeuil,62,114147578
10000,quickMedSeuil,63,115036423
10000,quickMedSeuil,64,116165820
10000,quickMedSeuil,65,112403275
10000,quickMedSeuil,66,108167010
10000,quickMedSeuil,67,119336162
10000,quickMedSeuil,68,109012351
10000,quickMedSeuil,69,114293708
10000,quickMedSeuil,70,109780992
10000,quickMedSeuil,71,112352485
10000,quickMedSeuil,72,113335022
10000,quickMedSeuil,73,111267289
10000,quickMedSeuil,74,117105590
10000,quickMedSeuil,75,110333405
10000,quickMedSeuil,76,115852895
10000,quickMedSeuil,77,119322164
10000,quickMedSeuil,78,109334376
10000,quickMedSeuil,79,115707628
10000,quickMedSeuil,80,121253014
10000,quickMedSeuil,81,120567752
10000,quickMedSeuil,82,122559202
10000,quickMedSeuil,83,122611862
10000,quickMedSeuil,84,113283674
10000,quickMedSeuil,85,118238776
10000,quickMedSeuil,86,114602580
10000,quickMedSeuil,87,116864660
10000,quickMedSeuil,88,113743956
10000,quickMedSeuil,89,118055469
10000,quickMedSeuil,90,117954780
10000,quickMedSeuil,91,122729311
10000,quickMedSeuil,92,113105975
10000,quickMedSeuil,93,120933690
10000,quickMedSeuil,94,115454681
10000,quickMedSeuil,95,122473941
10000,quickMedSeuil,96,119478953
10000,quickMedSeuil,97,117034240
10000,quickMedSeuil,98,117839888
10000,quickMedSeuil,99,120426316
10000,quickMedSeuil,100,125601715
50000,quickSeuil,5,69288143
50000,quickSeuil,6,67430304
50000,quickSeuil,7,66801789
50000,quickSeuil,8,67981010
50000,quickSeuil,9,66668706
50000,quickSeuil,10,67184127
50000,quickSeuil,11,69543220
50000,quickSeuil,12,68711524
50000,quickSeuil,13,68026287
50000,quickSeuil,14,69563224
50000,quickSeuil,15,69396567
50000,quickSeuil,16,69014186
50000,quickSeuil,17,66071755
50000,quickSeuil,18,68381933
50000,quickSeuil,19,69266032
50000,quickSeuil,20,68835097
50000,quickSeuil,21,69987172
50000,quickSeuil,22,70550452
50000,quickSeuil,23,68663992
50000,quickSeuil,24,70350124
50000,quickSeuil,25,70130001
50000,quickSeuil,26,70608903
50000,quickSeuil,27,71294943
50000,quickSeuil,28,68409343
50000,quickSeuil,29,71748461
50000,quickSeuil,30,69885568
50000,quickSeuil,31,71468214
50000,quickSeuil,32,73693088
50000,quickSeuil,33,71443479
50000,quickSeuil,34,72366520
50000,quickSeuil,35,69159231
50000,quickSeuil,36,72785083
50000,quickSeuil,37,72145049
50000,quickSeuil,38,71769663
50000,quickSeuil,39,72431937
50000,quickSeuil,40,72697028
50000,quickSeuil,41,73649409
50000,quickSeuil,42,77058556
50000,quickSeuil,43,73307289
50000,quickSeuil,44,74369196
50000,quickSeuil,45,75436302
50000,quickSeuil,46,78581685
50000,quickSeuil,47,74665025
50000,quickSeuil,48,75743753
50000,quickSeuil,49,77002124
50000,quickSeuil,50,76752246
50000,quickSeuil,51,78768839
50000,quickSeuil,52,78375924
50000,quickSeuil,53,78171467
50000,quickSeuil,54,79138836
50000,quickSeuil,55,79359007
50000,quickSeuil,56,77409064
50000,quickSeuil,57,78871469
50000,quickSeuil,58,82063914
50000,quickSeuil,59,79219499
50000,quickSeuil,60,79752746
50000,quickSeuil,61,80708528
50000,quickSeuil,62,78998593
50000,quickSeuil,63,80584696
50000,quickSeuil,64,81058151
50000,quickSeuil,65,77997482
50000,quickSeuil,66,82143413
50000,quickSeuil,67,79378478
50000,quickSeuil,68,82737802
50000,quickSeuil,69,81441503
50000,quickSeuil,70,81730469
50000,quickSeuil,71,82380868
50000,quickSeuil,72,83955547
50000,quickSeuil,73,81199181
50000,quickSeuil,74,81566720
50000,quickSeuil,75,81969606
50000,quickSeuil,76,84131415
50000,quickSeuil,77,84942929
50000,quickSeuil,78,84090434
50000,quickSeuil,79,85945894
50000,quickSeuil,80,85175322
50000,quickSeuil,81,84181043
50000,quickSeuil,82,85533408
50000,quickSeuil,83,84737812
50000,quickSeuil,84,86223943
50000,quickSeuil,85,86223795
50000,quickSeuil,86,87329045
50000,quickSeuil,87,87700541
50000,quickSeuil,88,85517603
50000,quickSeuil,89,87270553
50000,quickSeuil,90,87826703
50000,quickSeuil,91,86838153
50000,quickSeuil,92,86715884
50000,quickSeuil,93,86378731
50000,quickSeuil,94,87859791
50000,quickSeuil,95,89776096
50000,quickSeuil,96,88224163
50000,quickSeuil,97,87197770
50000,quickSeuil,98,90056690
50000,quickSeuil,99,87848808
50000,quickSeuil,100,89700334
50000,quickMedSeuil,5,89280452
50000,quickMedSeuil,6,93463204
50000,quickMedSeuil,7,90040167
50000,quickMedSeuil,8,89518204
50000,quickMedSeuil,9,88140833
50000,quickMedSeuil,10,86047608
50000,quickMedSeuil,11,88525556
50000,quickMedSeuil,12,91063499
50000,quickMedSeuil,13,85365121
50000,quickMedSeuil,14,83815256
50000,quickMedSeuil,15,85782525
50000,quickMedSeuil,16,88287961
50000,quickMedSeuil,17,89307745
50000,quickMedSeuil,18,81744554
50000,quickMedSeuil,19,87422627
50000,quickMedSeuil,20,85100591
50000,quickMedSeuil,21,86984676
50000,quickMedSeuil,22,85079669
50000,quickMedSeuil,23,85167975
50000,quickMedSeuil,24,83026939
50000,quickMedSeuil,25,86255625
50000,quickMedSeuil,26,84396645
50000,quickMedSeuil,27,82770686
50000,quickMedSeuil,28,82574415
50000,quickMedSeuil,29,82973139
50000,quickMedSeuil,30,81740675
50000,quickMedSeuil,31,78183662
50000,quickMedSeuil,32,80934330
50000,quickMedSeuil,33,81682029
50000,quickMedSeuil,34,81194030
50000,quickMedSeuil,35,79857589
50000,quickMedSeuil,36,82728756
50000,quickMedSeuil,37,80439624
50000,quickMedSeuil,38,82059270
50000,quickMedSeuil,39,78366304
50000,quickMedSeuil,40,79729253
50000,quickMedSeuil,41,78435973
50000,quickMedSeuil,42,81970543
50000,quickMedSeuil,43,80090285
50000,quickMedSeuil,44,82514018
50000,quickMedSeuil,45,81515463
50000,quickMedSeuil,46,82880346
50000,quickMedSeuil,47,83713799
50000,quickMedSeuil,48,82102634
50000,quickMedSeuil,49,80474318
50000,quickMedSeuil,50,80459762
50000,quickMedSeuil,51,84061886
50000,quickMedSeuil,52,81743812
50000,quickMedSeuil,53,83883507
50000,quickMedSeuil,54,79142288
50000,quickMedSeuil,55,82977370
50000,quickMedSeuil,56,80035254
50000,quickMedSeuil,57,79867246
50000,quickMedSeuil,58,81577013
50000,quickMedSeuil,59,81190896
50000,quickMedSeuil,60,81090345
50000,quickMedSeuil,61,79699979
50000,quickMedSeuil,62,78714176
50000,quickMedSeuil,63,82673739
50000,quickMedSeuil,64,83251977
50000,quickMedSeuil,65,83628331
50000,quickMedSeuil,66,85048123
50000,quickMedSeuil,67,83869010
50000,quickMedSeuil,68,84543058
50000,quickMedSeuil,69,85477818
50000,quickMedSeuil,70,84126835
50000,quickMedSeuil,71,84712028
50000,quickMedSeuil,72,85013431
50000,quickMedSeuil,73,83265905
50000,quickMedSeuil,74,85783935
50000,quickMedSeuil,75,87264406
50000,quickMedSeuil,76,86339710
50000,quickMedSeuil,77,84560734
50000,quickMedSeuil,78,84975298
50000,quickMedSeuil,79,87289045
50000,quickMedSeuil,80,85651180
50000,quickMedSeuil,81,85031574
50000,quickMedSeuil,82,87456292
50000,quickMedSeuil,83,87814968
50000,quickMedSeuil,84,87526101
50000,quickMedSeuil,85,88054090
50000,quickMedSeuil,86,88285598
50000,quickMedSeuil,87,89927903
50000,quickMedSeuil,88,87600645
50000,quickMedSeuil,89,88186154
50000,quickMedSeuil,90,88529749
50000,quickMedSeuil,91,86618863
50000,quickMedSeuil,92,89059271
50000,quickMedSeuil,93,88798261
50000,quickMedSeuil,94,88511114
50000,quickMedSeuil,95,88318085
50000,quickMedSeuil,96,89755377
50000,quickMedSeuil,97,92717029
50000,quickMedSeuil,98,87508567
50000,quickMedSeuil,99,90129163
50000,quickMedSeuil,100,90726208
100000,quickSeuil,5,72346450
100000,quickSeuil,6,70191907
100000,quickSeuil,7,69377186
100000,quickSeuil,8,70210204
100000,quickSeuil,9,73091283
100000,quickSeuil,10,70876373
100000,quickSeuil,11,72419802
100000,quickSeuil,12,71743137
100000,quickSeuil,13,72467992
100000,quickSeuil,14,72690010
100000,quickSeuil,15,72493286
100000,quickSeuil,16,71813751
100000,quickSeuil,17,72949479
100000,quickSeuil,18,73963658
100000,quickSeuil,19,74050179
100000,quickSeuil,20,74788867
100000,quickSeuil,21,73024950
100000,quickSeuil,22,75882021
100000,quickSeuil,23,75449391
100000,quickSeuil,24,75546012
100000,quickSeuil,25,75646743
100000,quickSeuil,26,76194624
100000,quickSeuil,27,76514659
100000,quickSeuil,28,76496665
100000,quickSeuil,29,77203092
100000,quickSeuil,30,76705560
100000,quickSeuil,31,77664418
100000,quickSeuil,32,77495879
100000,quickSeuil,33,78533979
100000,quickSeuil,34,80586811
100000,quickSeuil,35,78459534
100000,quickSeuil,36,77921982
100000,quickSeuil,37,79553589
100000,quickSeuil,38,81708065
100000,quickSeuil,39,79875670
100000,quickSeuil,40,80864743
100000,quickSeuil,41,81611672
100000,quickSeuil,42,81001467
100000,quickSeuil,43,80194843
100000,quickSeuil,44,82874791
100000,quickSeuil,45,82590306
100000,quickSeuil,46,83600683
100000,quickSeuil,47,83347183
100000,quickSeuil,48,82897956
100000,quickSeuil,49,83550840
100000,quickSeuil,50,84662314
100000,quickSeuil,51,86766634
100000,quickSeuil,52,87711458
100000,quickSeuil,53,86226025
100000,quickSeuil,54,88031456
100000,quickSeuil,55,88900652
100000,quickSeuil,56,87382080
100000,quickSeuil,57,87490245
100000,quickSeuil,58,88483580
100000,quickSeuil,59,90681288
100000,quickSeuil,60,90341341
100000,quickSeuil,61,91939539
100000,quickSeuil,62,90811202
100000,quickSeuil,63,90935502
100000,quickSeuil,64,92075275
100000,quickSeuil,65,92060736
100000,quickSeuil,66,92714346
100000,quickSeuil,67,92429355
100000,quickSeuil,68,92505150
100000,quickSeuil,69,94149840
100000,quickSeuil,70,93975820
100000,quickSeuil,71,94647467
100000,quickSeuil,72,96903086
100000,quickSeuil,73,94778947
100000,quickSeuil,74,96420009
100000,quickSeuil,75,95608751
100000,quickSeuil,76,94912349
100000,quickSeuil,77,95400115
100000,quickSeuil,78,96066800
100000,quickSeuil,79,97379210
100000,quickSeuil,80,97204006
100000,quickSeuil,81,98904124
100000,quickSeuil,82,98265160
100000,quickSeuil,83,99438534
100000,quickSeuil,84,99987483
100000,quickSeuil,85,101574153
100000,quickSeuil,86,101053304
100000,quickSeuil,87,102633128
100000,quickSeuil,88,100958638
100000,quickSeuil,89,101467882
100000,quickSeuil,90,101282205
100000,quickSeuil,91,104216130
100000,quickSeuil,92,102773473
100000,quickSeuil,93,103231046
100000,quickSeuil,94,104142756
100000,quickSeuil,95,104724913
100000,quickSeuil,96,106446614
100000,quickSeuil,97,105574999
100000,quickSeuil,98,106268049
100000,quickSeuil,99,105835139
100000,quickSeuil,100,108018929
100000,quickMedSeuil,5,83678981
100000,quickMedSeuil,6,84858069
100000,quickMedSeuil,7,80294591
100000,quickMedSeuil,8,79346236
100000,quickMedSeuil,9,80021336
100000,quickMedSeuil,10,80444159
100000,quickMedSeuil,11,78973326
100000,quickMedSeuil,12,78505719
100000,quickMedSeuil,13,79490571
100000,quickMedSeuil,14,81106917
100000,quickMedSeuil,15,77452209
100000,quickMedSeuil,16,75605124
100000,quickMedSeuil,17,80093678
100000,quickMedSeuil,18,78797240
100000,quickMedSeuil,19,78875633
100000,quickMedSeuil,20,78391144
100000,quickMedSeuil,21,78149354
100000,quickMedSeuil,22,80210974
100000,quickMedSeuil,23,81358504
100000,quickMedSeuil,24,79597706
100000,quickMedSeuil,25,78630733
100000,quickMedSeuil,26,79106483
100000,quickMedSeuil,27,79441226
100000,quickMedSeuil,28,79546630
100000,quickMedSeuil,29,76563905
100000,quickMedSeuil,30,81315167
100000,quickMedSeuil,31,78543347
100000,quickMedSeuil,32,77833254
100000,quickMedSeuil,33,79332973
100000,quickMedSeuil,34,78880383
100000,quickMedSeuil,35,81539737
100000,quickMedSeuil,36,78695642
100000,quickMedSeuil,37,78117922
100000,quickMedSeuil,38,80393333
100000,quickMedSeuil,39,81223117
100000,quickMedSeuil,40,80595497
100000,quickMedSeuil,41,80165410
100000,quickMedSeuil,42,81279427
100000,quickMedSeuil,43,81250396
100000,quickMedSeuil,44,80543504
100000,quickMedSeuil,45,82914109
100000,quickMedSeuil,46,82719604
100000,quickMedSeuil,47,80753557
100000,quickMedSeuil,48,84220483
100000,quickMedSeuil,49,84827339
100000,quickMedSeuil,50,86287916
100000,quickMedSeuil,51,85969472
100000,quickMedSeuil,52,86336442
100000,quickMedSeuil,53,86553003
100000,quickMedSeuil,54,87414537
100000,quickMedSeuil,55,88491273
100000,quickMedSeuil,56,87798883
100000,quickMedSeuil,57,89097325
100000,quickMedSeuil,58,91436778
100000,quickMedSeuil,59,89704352
100000,quickMedSeuil,60,89318800
100000,quickMedSeuil,61,90563023
100000,quickMedSeuil,62,92312608
100000,quickMedSeuil,63,91265666
100000,quickMedSeuil,64,92203644
100000,quickMedSeuil,65,92635909
100000,quickMedSeuil,66,93244009
100000,quickMedSeuil,67,92156150
100000,quickMedSeuil,68,92609943
100000,quickMedSeuil,69,93357332
100000,quickMedSeuil,70,93956154
100000,quickMedSeuil,71,93341372
100000,quickMedSeuil,72,95155781
100000,quickMedSeuil,73,95822229
100000,quickMedSeuil,74,95255689
100000,quickMedSeuil,75,95899901
100000,quickMedSeuil,76,97497683
100000,quickMedSeuil,77,97969972
100000,quickMedSeuil,78,97783183
100000,quickMedSeuil,79,98633109
100000,quickMedSeuil,80,99733053
100000,quickMedSeuil,81,100372653
100000,quickMedSeuil,82,98740460
100000,quickMedSeuil,83,100881771
100000,quickMedSeuil,84,101773544
100000,quickMedSeuil,85,101903028
100000,quickMedSeuil,86,100231592
100000,quickMedSeuil,87,102438661
100000,quickMedSeuil,88,103045351
100000,quickMedSeuil,89,103855988
100000,quickMedSeuil,90,102764343
100000,quickMedSeuil,91,104742801
100000,quickMedSeuil,92,105228415
100000,quickMedSeuil,93,105411578
100000,quickMedSeuil,94,105967733
100000,quickMedSeuil,95,106794055
100000,quickMedSeuil,96,107335662
100000,quickMedSeuil,97,107285355
100000,quickMedSeuil,98,108360722
100000,quickMedSeuil,99,106978650
100000,quickMedSeuil,100,108248236
